#_x,First_pokemon,Second_pokemon,Winner,Winner_mark,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,#_y,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second
777,777,571,777,1,2,12,90,100,70,110,150,80,6,0,571,9,12,50,53,48,53,48,64,5,0
50,50,465,465,2,9,14,60,65,70,85,75,40,1,0,465,3,12,60,45,70,45,90,95,4,0
580,580,7,7,2,12,7,62,77,62,50,42,65,5,0,7,6,7,78,84,78,109,85,100,1,0
607,607,71,71,2,9,4,40,27,60,37,50,66,5,0,71,14,12,55,50,45,135,95,120,1,0
424,424,720,424,1,10,12,100,150,140,100,90,90,3,1,720,9,12,61,78,95,56,58,57,6,0
749,749,525,525,2,16,8,45,80,100,35,37,28,6,0,525,11,10,110,130,80,70,60,80,4,0
667,667,269,269,2,14,12,55,55,55,85,55,30,5,0,269,15,1,100,164,150,95,120,71,2,0
354,354,174,174,2,6,10,70,100,70,105,75,40,3,0,174,17,12,65,80,80,59,63,58,2,0
19,19,438,438,2,0,14,65,90,40,45,80,75,1,0,438,6,5,76,104,71,104,71,108,4,0
335,335,319,335,1,5,15,30,40,55,40,55,60,3,0,319,12,12,84,71,43,71,43,48,3,0
335,335,211,335,1,5,15,30,40,55,40,55,60,3,0,211,17,10,95,85,85,65,65,35,2,0
632,632,254,254,2,1,12,40,65,40,80,40,65,5,0,254,12,12,73,95,62,85,65,85,2,0
167,167,37,37,2,9,12,45,49,65,49,65,45,2,0,37,13,10,90,92,87,75,85,76,1,0
593,593,399,593,1,5,12,75,80,55,25,35,35,5,0,399,11,18,70,40,50,55,50,25,3,0
239,239,736,736,2,11,10,50,50,40,30,30,50,2,0,736,6,13,62,50,58,73,54,72,6,0
57,57,638,57,1,10,12,35,80,50,50,70,120,1,0,638,14,12,70,55,95,95,110,65,5,0
288,288,330,288,1,12,12,78,70,61,50,61,100,3,0,330,16,4,50,105,125,55,95,50,3,0
400,400,401,401,2,11,18,90,60,70,75,70,45,3,0,401,11,18,110,80,90,95,90,65,3,0
286,286,319,286,1,1,12,70,90,70,60,60,70,3,0,319,12,12,84,71,43,71,43,48,3,0
43,43,405,43,1,6,12,38,41,40,50,65,65,1,0,405,17,16,100,90,130,45,65,55,3,0
96,96,445,445,2,13,12,80,80,50,40,50,25,1,0,445,12,12,59,45,40,35,40,31,4,0
71,71,430,430,2,14,12,55,50,45,135,95,120,1,0,430,14,12,50,180,20,180,20,150,3,1
133,133,761,133,1,0,7,70,110,80,55,80,105,1,0,761,13,18,50,60,60,60,60,30,6,0
604,604,249,249,2,0,14,30,45,59,30,39,57,5,0,249,1,6,75,90,90,140,90,115,2,0
624,624,727,727,2,8,12,38,30,85,55,65,30,5,0,727,17,1,72,95,67,103,71,122,6,0
341,341,789,341,1,3,12,60,50,40,85,75,95,3,0,789,11,12,55,69,85,32,35,28,6,0
513,513,296,513,1,1,11,70,120,65,45,85,125,4,0,296,17,9,80,70,70,90,100,70,3,0
28,28,710,28,1,12,7,65,90,65,61,61,100,1,0,710,10,7,89,145,90,105,80,91,5,1
728,728,416,728,1,12,12,38,36,38,32,36,57,6,0,416,11,12,80,50,100,100,200,50,3,1
339,339,565,339,1,3,12,70,75,60,105,60,105,3,0,565,12,12,60,85,69,60,69,77,5,0
196,196,83,196,1,3,12,90,75,85,115,90,55,2,0,83,15,10,80,120,130,55,65,45,1,0
212,212,116,212,1,14,12,65,65,60,130,95,110,2,0,116,5,12,50,105,79,35,110,76,1,0
228,228,3,228,1,17,14,65,95,75,55,55,85,2,0,3,9,14,80,82,83,100,100,80,1,0
395,395,102,102,2,14,12,95,23,48,23,48,23,3,0,102,8,14,60,65,60,130,75,110,1,0
628,628,541,541,2,15,7,55,112,45,74,45,70,5,0,541,16,2,100,120,120,150,100,90,4,1
281,281,190,281,1,17,12,50,70,50,50,50,40,3,0,190,4,12,35,20,65,40,65,20,2,0
623,623,545,623,1,14,7,72,58,80,103,80,97,5,0,545,8,2,150,100,120,100,120,90,4,1
25,25,576,576,2,12,12,30,56,35,25,35,72,1,0,576,17,12,75,98,63,98,63,101,5,0
354,354,86,354,1,6,10,70,100,70,105,75,40,3,0,86,17,15,90,65,65,40,40,15,1,0
620,620,701,701,2,0,16,70,95,125,65,75,45,5,0,701,15,5,91,129,90,72,90,108,5,1
159,159,447,159,1,6,7,90,100,90,125,85,90,1,1,447,0,12,37,25,41,25,41,25,4,0
718,718,11,718,1,0,17,71,120,95,120,95,99,5,0,11,17,12,59,63,80,65,80,58,1,0
695,695,498,498,2,1,2,52,65,50,45,50,38,5,0,498,5,17,70,110,70,115,70,90,4,0
753,753,96,96,2,4,12,78,52,60,63,65,23,6,0,96,13,12,80,80,50,40,50,25,1,0
430,430,503,430,1,14,12,50,180,20,180,20,150,3,1,503,13,1,70,90,110,60,75,95,4,0
559,559,289,559,1,6,5,90,93,55,70,55,55,5,0,289,0,12,45,45,35,20,30,20,3,0
382,382,284,284,2,17,12,20,15,20,10,55,80,3,0,284,17,10,100,150,110,95,110,70,3,0
617,617,646,646,2,6,15,105,30,105,140,105,55,5,0,646,11,12,71,95,85,110,95,79,5,0
431,431,544,544,2,14,12,50,70,160,70,160,90,3,1,544,12,12,110,160,110,80,110,100,4,1
163,163,199,163,1,14,12,106,110,90,154,90,130,1,1,199,17,4,70,20,50,20,50,40,2,0
106,106,483,483,2,14,12,85,73,70,73,115,67,1,0,483,13,1,63,63,47,41,41,74,4,0
401,401,125,125,2,11,18,110,80,90,95,90,65,3,0,125,12,12,105,125,100,60,100,100,1,0
800,800,648,648,2,6,18,80,110,120,130,90,70,6,1,648,12,9,80,100,70,60,70,95,5,0
263,263,766,263,1,3,12,90,85,75,115,100,115,2,1,766,3,13,62,55,52,109,94,109,6,0
642,642,732,732,2,17,7,62,44,50,44,50,55,5,0,732,6,7,78,81,71,74,69,126,6,0
139,139,455,139,1,12,12,75,100,95,40,70,110,1,0,455,15,12,97,165,60,65,50,58,4,0
441,441,599,441,1,17,17,84,86,88,111,101,60,4,0,599,5,12,120,100,85,30,85,45,5,0
245,245,186,245,1,17,7,65,40,70,80,140,70,2,0,186,17,3,125,58,58,76,76,67,2,0
370,370,217,370,1,15,15,70,55,65,95,85,70,3,0,217,14,12,48,72,48,72,48,48,2,0
726,726,627,726,1,17,12,54,63,52,83,56,97,6,0,627,17,16,74,108,133,83,65,32,5,0
42,42,463,463,2,4,12,95,70,73,95,90,60,1,0,463,0,7,30,30,42,30,42,70,4,0
635,635,658,635,1,12,12,75,95,60,65,60,115,5,0,658,0,3,70,77,60,97,60,108,5,0
228,228,83,228,1,17,14,65,95,75,55,55,85,2,0,83,15,10,80,120,130,55,65,45,1,0
491,491,84,84,2,8,1,50,92,108,92,108,35,4,0,84,6,12,50,85,55,65,65,90,1,0
192,192,745,745,2,14,7,40,50,45,70,45,70,2,0,745,12,12,75,80,60,65,90,102,6,0
780,780,356,780,1,8,9,85,110,76,65,82,56,6,0,356,6,12,70,85,140,85,70,20,3,0
24,24,533,24,1,12,7,83,80,80,135,80,121,1,0,533,3,6,50,65,107,105,107,86,4,0
409,409,579,409,1,2,7,95,135,80,110,80,100,3,0,579,12,7,50,55,50,36,30,43,5,0
658,658,613,658,1,0,3,70,77,60,97,60,108,5,0,613,10,1,60,82,45,45,45,74,5,0
327,327,325,325,2,1,8,50,75,75,65,65,50,3,0,325,12,12,50,45,45,35,35,50,3,0
766,766,710,710,2,3,13,62,55,52,109,94,109,6,0,710,10,7,89,145,90,105,80,91,5,1
662,662,732,732,2,16,12,60,80,95,70,85,50,5,0,732,6,7,78,81,71,74,69,126,6,0
533,533,682,682,2,3,6,50,65,107,105,107,86,4,0,682,5,12,65,125,60,95,60,105,5,0
108,108,417,108,1,17,12,55,130,115,50,50,75,1,0,417,16,12,80,75,150,75,150,50,3,1
254,254,319,254,1,12,12,73,95,62,85,65,85,2,0,319,12,12,84,71,43,71,43,48,3,0
778,778,58,58,2,16,4,57,80,91,80,87,75,6,0,58,12,12,40,45,35,40,40,90,1,0
2,2,5,5,2,9,14,60,62,63,80,80,60,1,0,5,6,12,39,52,43,60,50,65,1,0
218,218,195,195,2,14,12,190,33,58,33,58,33,2,0,195,3,12,70,55,55,80,60,45,2,0
624,624,799,799,2,8,12,38,30,85,55,65,30,5,0,799,14,1,80,160,60,170,130,80,6,1
265,265,302,302,2,17,12,100,75,115,90,115,85,2,1,302,17,7,40,30,30,55,30,85,3,0
304,304,692,692,2,14,4,28,25,25,45,35,40,3,0,692,1,7,110,65,105,55,95,80,5,0
345,345,670,345,1,9,14,50,60,45,100,80,65,3,0,670,8,6,60,40,60,95,60,55,5,0
181,181,594,594,2,0,7,55,35,50,55,110,85,2,0,594,5,12,85,105,85,40,50,40,5,0
446,446,109,109,2,12,18,79,85,60,55,60,71,4,0,109,3,12,40,30,50,55,55,100,1,0
507,507,51,507,1,17,12,49,49,56,49,61,66,4,0,51,9,14,75,80,85,110,90,50,1,0
629,629,27,629,1,15,7,75,140,65,112,65,110,5,0,27,12,7,40,60,30,31,31,70,1,0
219,219,290,219,1,12,15,70,80,65,90,65,85,2,0,290,0,12,50,35,55,25,25,15,3,0
272,272,560,272,1,14,9,100,100,100,100,100,100,2,0,560,6,5,110,123,65,100,65,65,5,0
710,710,628,710,1,10,7,89,145,90,105,80,91,5,1,628,15,7,55,112,45,74,45,70,5,0
495,495,531,531,2,2,10,108,170,115,120,95,92,4,0,531,11,8,70,80,70,80,70,110,4,0
668,668,346,346,2,14,12,75,75,75,125,95,40,5,0,346,13,12,70,43,53,43,53,40,3,0
219,219,38,219,1,12,15,70,80,65,90,65,85,2,0,38,13,12,46,57,40,40,40,50,1,0
112,112,269,269,2,9,15,95,95,85,125,65,55,1,0,269,15,1,100,164,150,95,120,71,2,0
1,1,6,6,2,9,14,45,49,49,65,65,45,1,0,6,6,12,58,64,58,80,65,80,1,0
633,633,551,633,1,1,12,60,105,60,120,60,105,5,0,551,9,12,100,100,100,100,100,100,4,1
776,776,385,776,1,2,12,68,75,53,83,113,60,6,0,385,12,12,60,90,70,60,120,40,3,0
607,607,450,607,1,9,4,40,27,60,37,50,66,5,0,450,3,12,60,85,49,60,49,60,4,0
373,373,582,582,2,17,10,110,78,73,76,71,60,3,0,582,3,12,45,60,32,50,32,76,5,0
587,587,335,587,1,14,7,55,45,43,55,43,72,5,0,335,5,15,30,40,55,40,55,60,3,0
703,703,40,703,1,7,12,79,115,70,125,80,111,5,1,40,13,10,81,102,77,85,75,85,1,0
449,449,131,131,2,3,12,45,65,34,40,34,45,4,0,131,17,15,60,75,85,100,85,115,1,0
247,247,677,677,2,1,6,45,60,30,80,50,65,2,0,677,11,12,70,50,30,95,135,105,5,0
656,656,189,656,1,17,12,165,75,80,40,45,65,5,0,189,12,4,90,30,15,40,20,15,2,0
295,295,768,768,2,17,9,60,50,50,60,70,50,3,0,768,15,2,82,121,119,69,59,71,6,0
47,47,404,47,1,13,7,40,45,35,30,40,55,1,0,404,17,12,55,84,105,114,75,52,3,0
736,736,674,674,2,6,13,62,50,58,73,54,72,6,0,674,2,12,76,147,90,60,70,97,5,0
604,604,207,604,1,0,14,30,45,59,30,39,57,5,0,207,9,12,30,30,30,30,30,30,2,0
333,333,167,333,1,16,16,70,110,180,60,60,50,3,0,167,9,12,45,49,65,49,65,45,2,0
644,644,579,644,1,11,12,36,50,50,65,60,44,5,0,579,12,7,50,55,50,36,30,43,5,0
159,159,520,159,1,6,7,90,100,90,125,85,90,1,1,520,4,7,85,50,95,120,115,80,4,0
568,568,645,568,1,12,12,85,110,90,45,90,80,5,0,645,11,12,51,65,65,80,75,59,5,0
341,341,679,679,2,3,12,60,50,40,85,75,95,3,0,679,0,12,80,70,40,100,60,145,5,0
403,403,317,317,2,17,12,55,104,105,94,75,52,3,0,317,0,8,1,90,45,30,30,40,3,0
607,607,454,607,1,9,4,40,27,60,37,50,66,5,0,454,15,12,67,125,40,30,30,58,4,0
745,745,398,745,1,12,12,75,80,60,65,90,102,6,0,398,11,12,80,120,80,120,80,100,3,0
537,537,117,537,1,3,9,50,65,107,105,107,86,4,0,117,12,12,90,55,75,60,75,30,1,0
508,508,357,508,1,17,12,69,69,76,69,86,91,4,0,357,14,12,60,25,35,70,80,60,3,0
455,455,338,338,2,15,12,97,165,60,65,50,58,4,0,338,3,12,40,45,40,65,40,65,3,0
31,31,536,31,1,3,12,35,55,40,50,50,90,1,0,536,3,7,50,65,107,105,107,86,4,0
357,357,758,758,2,14,12,60,25,35,70,80,60,3,0,758,1,15,86,92,88,68,75,73,6,0
391,391,564,391,1,9,7,99,68,83,72,87,51,3,0,564,12,12,45,55,39,35,39,42,5,0
109,109,22,109,1,3,12,40,30,50,55,55,100,1,0,22,12,7,63,60,55,50,50,71,1,0
11,11,685,685,2,17,12,59,63,80,65,80,58,1,0,685,10,8,89,124,80,55,80,55,5,0
747,747,7,747,1,14,12,74,48,76,83,81,104,6,0,7,6,7,78,84,78,109,85,100,1,0
633,633,49,633,1,1,12,60,105,60,120,60,105,5,0,49,9,14,45,50,55,75,65,30,1,0
414,414,608,608,2,16,15,80,145,150,105,110,110,3,0,608,9,4,60,67,85,77,75,116,5,0
128,128,269,269,2,17,12,45,67,60,35,50,63,1,0,269,15,1,100,164,150,95,120,71,2,0
458,458,372,372,2,0,12,40,29,45,29,45,36,4,0,372,17,10,50,48,43,46,41,60,3,0
63,63,37,63,1,5,12,65,105,60,60,70,95,1,0,37,13,10,90,92,87,75,85,76,1,0
261,261,769,261,1,12,12,95,80,105,40,70,100,2,0,769,15,11,77,59,50,67,63,46,6,0
797,797,608,608,2,15,4,50,160,110,160,110,110,6,1,608,9,4,60,67,85,77,75,116,5,0
645,645,52,645,1,11,12,51,65,65,80,75,59,5,0,52,0,9,35,70,55,45,55,25,1,0
127,127,599,127,1,17,12,55,65,95,95,45,85,1,0,599,5,12,120,100,85,30,85,45,5,0
726,726,205,205,2,17,12,54,63,52,83,56,97,6,0,205,9,7,75,55,70,55,95,110,2,0
386,386,668,386,1,8,12,44,75,35,63,33,45,3,0,668,14,12,75,75,75,125,95,40,5,0
541,541,744,541,1,16,2,100,120,120,150,100,90,4,1,744,5,1,95,124,78,69,71,58,6,0
445,445,294,445,1,12,12,59,45,40,35,40,31,4,0,294,17,9,40,30,30,40,50,30,3,0
396,396,231,396,1,11,12,50,50,50,50,50,50,3,0,231,0,16,20,10,230,10,230,5,2,0
572,572,794,572,1,9,12,75,98,63,98,63,101,5,0,794,1,7,126,131,95,131,98,99,6,1
36,36,396,36,1,13,12,70,62,67,55,55,56,1,0,396,11,12,50,50,50,50,50,50,3,0
737,737,127,737,1,6,13,86,68,72,109,66,106,6,0,127,17,12,55,65,95,95,45,85,1,0
21,21,167,21,1,12,7,40,45,40,35,35,56,1,0,167,9,12,45,49,65,49,65,45,2,0
155,155,258,155,1,15,7,80,135,85,70,95,150,1,0,258,11,15,45,30,15,85,65,65,2,0
613,613,157,157,2,10,1,60,82,45,45,45,74,5,0,157,11,7,90,85,100,95,125,85,1,1
63,63,39,63,1,5,12,65,105,60,60,70,95,1,0,39,13,12,61,72,57,55,55,65,1,0
345,345,157,157,2,9,14,50,60,45,100,80,65,3,0,157,11,7,90,85,100,95,125,85,1,1
228,228,636,228,1,17,14,65,95,75,55,55,85,2,0,636,14,12,45,30,50,55,65,45,5,0
319,319,576,576,2,12,12,84,71,43,71,43,48,3,0,576,17,12,75,98,63,98,63,101,5,0
21,21,728,728,2,12,7,40,45,40,35,35,56,1,0,728,12,12,38,36,38,32,36,57,6,0
423,423,712,712,2,17,12,100,150,90,180,160,90,3,1,712,2,11,125,170,100,120,90,95,5,1
37,37,751,751,2,13,10,90,92,87,75,85,76,1,0,751,16,8,60,150,50,150,50,60,6,0
569,569,196,569,1,1,12,41,50,37,50,37,66,5,0,196,3,12,90,75,85,115,90,55,2,0
441,441,129,129,2,17,17,84,86,88,111,101,60,4,0,129,17,12,80,92,65,65,80,68,1,0
117,117,74,74,2,12,12,90,55,75,60,75,30,1,0,74,5,12,80,100,70,50,60,45,1,0
133,133,442,133,1,0,7,70,110,80,55,80,105,1,0,442,12,7,40,55,30,30,30,60,4,0
324,324,97,97,2,15,12,30,45,135,45,90,30,3,0,97,13,12,105,105,75,65,100,50,1,0
440,440,578,440,1,17,12,64,66,68,81,76,50,4,0,578,14,12,116,55,85,107,95,29,5,0
79,79,359,79,1,17,14,40,40,35,50,100,70,1,0,359,12,12,60,60,60,60,60,60,3,0
284,284,248,248,2,17,10,100,150,110,95,110,70,3,0,248,1,6,75,90,50,110,80,95,2,0
591,591,235,591,1,12,12,103,60,86,60,86,50,5,0,235,12,12,60,80,50,50,50,40,2,0
304,304,331,304,1,14,4,28,25,25,45,35,40,3,0,331,16,16,50,70,100,40,40,30,3,0
71,71,287,71,1,14,12,55,50,45,135,95,120,1,0,287,12,12,38,30,41,30,41,60,3,0
676,676,692,692,2,11,12,95,110,80,70,80,50,5,0,692,1,7,110,65,105,55,95,80,5,0
427,427,415,427,1,2,7,105,180,100,180,100,115,3,1,415,15,12,80,100,200,50,100,50,3,1
568,568,120,568,1,12,12,85,110,90,45,90,80,5,0,120,10,16,80,85,95,30,30,25,1,0
259,259,384,259,1,3,12,45,63,37,65,55,95,2,0,384,12,12,70,70,70,70,70,70,3,0
10,10,101,101,2,17,12,44,48,65,50,64,43,1,0,101,8,14,45,50,45,115,55,95,1,0
136,136,124,136,1,6,12,65,95,57,100,85,93,1,0,124,12,12,105,95,80,40,80,90,1,0
187,187,532,532,2,3,12,20,40,15,35,35,60,2,0,532,3,8,50,50,77,95,77,91,4,0
182,182,438,438,2,0,14,40,60,40,40,40,30,2,0,438,6,5,76,104,71,104,71,108,4,0
571,571,444,444,2,9,12,50,53,48,53,48,64,5,0,444,12,7,85,120,70,50,60,100,4,0
200,200,557,557,2,17,4,100,50,80,60,80,50,2,0,557,9,12,75,75,95,75,95,113,5,0
335,335,115,115,2,5,15,30,40,55,40,55,60,3,0,115,5,12,50,120,53,35,110,87,1,0
444,444,246,444,1,12,7,85,120,70,50,60,100,4,0,246,16,7,65,80,140,40,70,70,2,0
729,729,633,633,2,12,10,85,56,77,50,77,78,6,0,633,1,12,60,105,60,120,60,105,5,0
370,370,711,711,2,15,15,70,55,65,95,85,70,3,0,711,2,11,125,130,90,130,90,95,5,1
245,245,198,245,1,17,7,65,40,70,80,140,70,2,0,198,9,12,75,80,95,90,100,50,2,0
168,168,302,302,2,9,12,60,62,80,63,80,60,2,0,302,17,7,40,30,30,55,30,85,3,0
204,204,459,204,1,9,7,55,45,50,45,65,80,2,0,459,0,9,60,59,85,79,105,36,4,0
283,283,466,466,2,17,10,100,110,90,85,90,60,3,0,466,17,12,55,65,35,60,30,85,4,0
754,754,5,5,2,4,12,101,72,72,99,89,29,6,0,5,6,12,39,52,43,60,50,65,1,0
672,672,416,672,1,2,12,46,87,60,30,40,57,5,0,416,11,12,80,50,100,100,200,50,3,1
749,749,11,11,2,16,8,45,80,100,35,37,28,6,0,11,17,12,59,63,80,65,80,58,1,0
258,258,219,219,2,11,15,45,30,15,85,65,65,2,0,219,12,15,70,80,65,90,65,85,2,0
117,117,737,737,2,12,12,90,55,75,60,75,30,1,0,737,6,13,86,68,72,109,66,106,6,0
529,529,607,607,2,15,17,60,55,145,75,150,40,4,0,607,9,4,40,27,60,37,50,66,5,0
467,467,496,467,1,17,12,85,105,55,85,50,115,4,0,496,12,12,135,85,40,40,85,5,4,0
710,710,495,710,1,10,7,89,145,90,105,80,91,5,1,495,2,10,108,170,115,120,95,92,4,0
700,700,332,700,1,16,5,91,90,129,90,72,108,5,1,332,16,16,60,90,140,50,50,40,3,0
248,248,75,248,1,1,6,75,90,50,110,80,95,2,0,75,5,12,90,130,80,65,85,55,1,0
711,711,571,711,1,2,11,125,130,90,130,90,95,5,1,571,9,12,50,53,48,53,48,64,5,0
356,356,358,356,1,6,12,70,85,140,85,70,20,3,0,358,14,12,80,45,65,90,110,80,3,0
243,243,573,573,2,17,12,75,105,75,105,75,45,2,0,573,6,12,50,53,48,53,48,64,5,0
580,580,157,157,2,12,7,62,77,62,50,42,65,5,0,157,11,7,90,85,100,95,125,85,1,1
74,74,789,74,1,5,12,80,100,70,50,60,45,1,0,789,11,12,55,69,85,32,35,28,6,0
118,118,674,674,2,13,12,40,65,95,60,45,35,1,0,674,2,12,76,147,90,60,70,97,5,0
539,539,306,306,2,14,12,80,105,105,105,105,80,4,1,306,14,4,68,65,65,125,115,80,3,0
396,396,216,216,2,11,12,50,50,50,50,50,50,3,0,216,8,12,60,60,60,85,85,85,2,0
341,341,754,341,1,3,12,60,50,40,85,75,95,3,0,754,4,12,101,72,72,99,89,29,6,0
665,665,89,89,2,3,12,65,85,70,75,70,40,5,0,89,3,17,25,35,70,95,55,45,1,0
2,2,212,212,2,9,14,60,62,63,80,80,60,1,0,212,14,12,65,65,60,130,95,110,2,0
298,298,2,2,2,9,1,70,70,40,60,40,60,3,0,2,9,14,60,62,63,80,80,60,1,0
774,774,127,127,2,15,4,50,50,150,50,150,50,6,0,127,17,12,55,65,95,95,45,85,1,0
317,317,222,222,2,0,8,1,90,45,30,30,40,3,0,222,12,12,100,70,70,65,65,45,2,0
119,119,165,165,2,13,12,65,90,120,85,70,60,1,0,165,14,12,106,150,70,194,120,140,1,1
744,744,13,13,2,5,1,95,124,78,69,71,58,6,0,13,17,12,79,103,120,135,115,78,1,0
429,429,426,429,1,14,12,50,150,50,150,50,150,3,1,426,2,7,105,150,90,150,90,95,3,1
674,674,475,674,1,2,12,76,147,90,60,70,97,5,0,475,12,12,55,66,44,44,56,85,4,0
26,26,771,26,1,12,12,55,81,60,50,70,97,1,0,771,4,12,95,65,65,110,130,60,6,0
612,612,424,424,2,10,1,50,72,35,35,35,65,5,0,424,10,12,100,150,140,100,90,90,3,1
308,308,499,499,2,0,18,40,30,32,50,52,65,3,0,499,5,17,70,145,88,140,70,112,4,0
94,94,783,783,2,17,12,65,45,55,45,70,45,1,0,783,8,9,54,66,70,44,55,46,6,0
35,35,122,122,2,13,12,55,47,52,40,40,41,1,0,122,12,12,250,5,5,35,105,50,1,0
180,180,768,768,2,0,7,40,20,30,40,80,55,2,0,768,15,2,82,121,119,69,59,71,6,0
351,351,130,130,2,17,12,130,70,35,70,35,60,3,0,130,17,12,30,45,55,70,55,85,1,0
774,774,145,145,2,15,4,50,50,150,50,150,50,6,0,145,12,12,55,55,50,45,65,55,1,0
768,768,602,768,1,15,2,82,121,119,69,59,71,6,0,602,0,9,55,63,90,50,80,42,5,0
292,292,394,394,2,0,12,50,35,55,25,25,15,3,0,394,1,12,65,150,60,115,60,115,3,0
477,477,702,477,1,12,5,65,136,94,54,96,135,4,0,702,9,5,91,90,72,90,129,108,5,1
229,229,678,229,1,0,17,70,130,100,55,80,65,2,0,678,0,12,50,40,85,40,65,25,5,0
564,564,750,750,2,12,12,45,55,39,35,39,42,5,0,750,16,8,59,110,150,45,49,35,6,0
472,472,4,472,1,12,12,75,100,66,60,66,115,4,0,4,9,14,80,100,123,122,120,80,1,0
64,64,716,716,2,6,12,55,70,45,70,50,60,1,0,716,12,15,100,77,77,128,128,90,5,0
343,343,713,713,2,0,12,65,73,55,47,75,85,3,0,713,2,11,125,120,90,170,100,95,5,1
61,61,601,61,1,17,12,80,82,78,95,80,85,1,0,601,0,9,45,53,70,40,60,42,5,0
472,472,574,472,1,12,12,75,100,66,60,66,115,4,0,574,6,12,75,98,63,98,63,101,5,0
381,381,60,60,2,15,0,75,125,100,70,80,45,3,0,60,17,12,50,52,48,65,50,55,1,0
554,554,39,554,1,14,6,100,100,100,100,100,100,5,1,39,13,12,61,72,57,55,55,65,1,0
330,330,426,426,2,16,4,50,105,125,55,95,50,3,0,426,2,7,105,150,90,150,90,95,3,1
661,661,50,50,2,16,12,40,55,70,45,60,30,5,0,50,9,14,60,65,70,85,75,40,1,0
792,792,775,792,1,7,2,85,70,80,97,80,123,6,0,775,2,12,45,50,35,55,75,40,6,0
409,409,229,409,1,2,7,95,135,80,110,80,100,3,0,229,0,17,70,130,100,55,80,65,2,0
738,738,14,14,2,4,12,44,38,39,61,79,42,6,0,14,0,12,45,30,35,20,20,45,1,0
456,456,1,1,2,15,17,30,42,118,42,88,30,4,0,1,9,14,45,49,49,65,65,45,1,0
54,54,452,452,2,0,14,60,55,50,40,55,45,1,0,452,9,14,40,30,35,50,70,55,4,0
193,193,503,503,2,14,7,65,75,70,95,70,95,2,0,503,13,1,70,90,110,60,75,95,4,0
364,364,202,202,2,9,1,70,115,60,115,60,55,3,0,202,17,12,90,75,75,90,100,70,2,0
731,731,671,731,1,6,7,62,73,55,56,52,84,6,0,671,8,6,60,55,90,145,90,80,5,0
571,571,766,766,2,9,12,50,53,48,53,48,64,5,0,766,3,13,62,55,52,109,94,109,6,0
600,600,247,600,1,5,12,75,125,75,30,75,85,5,0,247,1,6,45,60,30,80,50,65,2,0
611,611,522,611,1,17,12,70,92,65,80,55,98,5,0,522,9,12,65,110,130,60,65,95,4,0
158,158,238,158,1,3,7,90,90,85,125,90,100,1,1,238,6,16,50,50,120,80,80,30,2,0
667,667,49,49,2,14,12,55,55,55,85,55,30,5,0,49,9,14,45,50,55,75,65,30,1,0
708,708,57,57,2,2,3,100,150,120,120,100,90,5,1,57,10,12,35,80,50,50,70,120,1,0
366,366,376,366,1,2,7,75,70,90,70,105,80,3,0,376,10,15,40,40,55,40,70,55,3,0
402,402,70,70,2,17,12,35,64,85,74,55,32,3,0,70,14,12,40,35,30,120,70,105,1,0
109,109,111,109,1,3,12,40,30,50,55,55,100,1,0,111,9,15,60,40,80,60,45,40,1,0
287,287,787,787,2,12,12,38,30,41,30,41,60,3,0,787,8,9,75,95,122,58,75,69,6,0
415,415,281,415,1,15,12,80,100,200,50,100,50,3,1,281,17,12,50,70,50,50,50,40,3,0
706,706,69,706,1,3,7,79,105,70,145,80,101,5,1,69,14,12,25,20,15,105,55,90,1,0
480,480,671,671,2,12,12,49,55,42,42,37,85,4,0,671,8,6,60,55,90,145,90,80,5,0
177,177,80,80,2,12,12,85,76,64,45,55,90,2,0,80,17,14,80,70,65,80,120,100,1,0
65,65,338,65,1,6,12,90,110,80,100,80,95,1,0,338,3,12,40,45,40,65,40,65,3,0
120,120,387,387,2,10,16,80,85,95,30,30,25,1,0,387,8,12,64,115,65,83,63,65,3,0
529,529,527,527,2,15,17,60,55,145,75,150,40,4,0,527,14,5,68,125,65,65,115,80,4,0
233,233,480,480,2,0,5,80,185,115,40,105,75,2,0,480,12,12,49,55,42,42,37,85,4,0
270,270,101,270,1,14,7,106,90,130,90,154,110,2,1,101,8,14,45,50,45,115,55,95,1,0
710,710,188,710,1,10,7,89,145,90,105,80,91,5,1,188,4,12,50,25,28,45,55,15,2,0
408,408,208,408,1,2,12,65,95,100,60,50,50,3,0,208,9,12,75,75,55,105,85,30,2,0
411,411,548,548,2,16,15,40,55,80,35,60,30,3,0,548,17,12,80,80,80,80,80,80,4,0
677,677,612,677,1,11,12,70,50,30,95,135,105,5,0,612,10,1,50,72,35,35,35,65,5,0
301,301,637,301,1,12,7,60,85,60,50,50,125,3,0,637,14,12,60,45,70,75,85,55,5,0
742,742,707,707,2,9,12,123,100,62,97,81,68,6,0,707,2,6,100,120,100,150,120,90,5,1
482,482,622,622,2,14,12,45,30,50,65,50,45,4,0,622,1,5,65,90,115,45,115,58,5,0
584,584,177,177,2,15,12,55,75,85,25,25,15,5,0,177,12,12,85,76,64,45,55,90,2,0
