,Winner_mark,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Generation_first_1,Generation_first_2,Generation_first_3,Generation_first_4,Generation_first_5,Generation_first_6,Generation_second_1,Generation_second_2,Generation_second_3,Generation_second_4,Generation_second_5,Generation_second_6,Legendary_first_0,Legendary_first_1,Legendary_second_0,Legendary_second_1
19806,2,-5,5,-31,-30,40,-9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
19807,2,164,-15,35,10,15,25,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19808,1,-41,43,-22,-9,-32,72,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19809,2,8,-8,-4,-8,-10,-43,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
19810,1,5,65,13,5,-15,17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19811,1,31,45,2,45,39,13,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
19812,1,23,29,-29,81,31,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
19813,1,15,4,6,56,34,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
19814,2,-45,-50,-40,-90,-40,-70,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
19815,1,-40,10,-30,-20,-30,25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
19816,2,-25,-91,-54,11,-56,-70,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19817,2,-35,-70,-45,0,-45,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19818,1,32,-17,-46,18,35,28,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
19819,1,21,55,-12,15,-12,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19820,1,19,46,-25,56,-15,75,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
19821,2,-10,9,-10,-71,-5,-24,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
19822,2,-3,-30,11,-5,11,-35,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
19823,1,-20,-12,-17,28,-17,51,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19824,2,9,11,60,-5,5,-25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
19825,1,76,90,20,40,129,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
19826,2,-60,-135,-65,-160,-70,-95,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
19827,1,-5,-15,33,50,88,14,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19828,1,-59,-16,11,-41,-49,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19829,1,16,-44,-48,-24,-28,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19830,1,5,11,25,18,45,17,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
19831,1,-5,20,35,-135,-55,-120,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19832,2,6,-45,25,52,22,-55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19833,2,-34,-23,-40,-40,-40,-30,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19834,1,-2,50,31,50,5,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19835,1,6,25,38,20,10,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
19836,2,-16,-62,-5,-10,4,-57,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19837,2,-20,25,60,15,40,-70,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19838,2,-42,-47,-65,-18,-45,-30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
19839,2,-15,10,-24,-35,-18,-44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
19840,1,-5,-20,-57,50,25,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19841,1,22,25,-25,-5,5,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19842,1,-5,-20,-27,-30,-32,32,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
19843,2,-1,-57,-11,21,29,-33,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19844,2,-15,-30,5,105,10,-55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19845,2,-28,-58,-8,-106,-29,-95,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19846,1,-22,-7,-4,-4,-13,9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
19847,1,15,-15,0,45,55,35,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19848,1,47,69,67,89,44,50,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
19849,1,10,10,-2,40,-2,-50,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19850,1,-30,-35,0,5,-30,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19851,1,-42,-27,-32,-64,-49,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
19852,2,-25,-70,-30,0,-25,-20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19853,2,10,-30,7,-10,2,-50,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19854,2,-26,-62,-37,-20,-30,-50,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19855,2,-36,-80,-30,-134,-80,-80,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
19856,2,-11,-62,-15,45,5,-37,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19857,1,53,25,71,55,101,35,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19858,2,30,-12,-16,15,-25,-77,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
19859,1,5,-5,0,30,20,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
19860,1,0,-70,-60,75,10,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19861,1,-7,0,-35,-5,35,35,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
19862,2,5,40,10,-25,-5,-5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
19863,2,-20,-30,-70,-25,-45,-45,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19864,1,-18,-15,-46,34,5,20,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
19865,1,42,95,-10,-15,30,55,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19866,2,6,7,88,7,18,-61,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19867,1,0,-2,50,83,50,72,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19868,2,-20,-47,-67,-22,-27,-19,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19869,2,-23,-2,-41,-57,-55,-12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
19870,2,14,14,81,4,66,-20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
19871,1,11,-45,-58,-5,39,38,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
19872,1,30,60,0,55,0,65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
19873,1,-17,25,-57,7,40,26,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
19874,2,-45,-100,-75,-45,-45,-15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19875,1,46,50,30,94,30,70,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
19876,1,45,82,82,64,64,53,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
19877,1,14,14,31,6,41,46,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
19878,1,-10,40,-6,-20,-66,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19879,1,40,149,23,93,13,107,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
19880,2,-20,3,18,-20,-20,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
19881,2,0,5,-7,-65,-67,-56,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19882,2,8,25,5,60,30,-5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19883,2,55,-30,-51,50,-41,25,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
19884,2,-5,0,78,-8,25,-4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
19885,1,18,31,63,80,60,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19886,2,-46,-17,-40,-29,-52,-15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19887,1,60,35,5,40,55,65,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
19888,1,-15,10,7,-15,-10,20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19889,1,-15,44,30,49,30,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19890,1,34,-40,7,88,78,23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19891,2,-20,-50,-15,-45,-55,-30,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19892,2,11,-15,-5,5,10,-6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
19893,1,-18,-13,-75,-85,-65,82,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19894,1,5,-30,-70,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
19895,2,0,-23,40,34,60,-38,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
19896,1,0,160,-35,155,-5,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
19897,2,15,28,61,10,61,-21,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
19898,2,0,8,135,-15,20,-18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
19899,1,15,40,30,145,70,95,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19900,2,26,-13,12,20,20,-10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19901,2,-5,10,15,0,5,-33,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19902,1,-45,15,-15,-16,-66,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
19903,2,-37,-60,-36,-25,45,-22,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
19904,1,-22,-19,-25,19,7,52,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
19905,2,-8,0,-25,-135,-90,-32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19906,2,-5,-1,15,-6,30,-4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
19907,2,10,11,-45,-34,-60,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19908,1,17,24,14,46,9,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
19909,2,-60,-60,-55,-95,-60,-70,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
19910,2,-35,-37,-48,-80,-70,-60,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19911,1,7,-5,0,80,0,18,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19912,2,34,-7,40,15,19,-52,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19913,1,55,40,85,40,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
19914,1,15,25,20,-25,-45,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
19915,2,-20,-65,-5,-37,-5,-7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19916,2,5,20,-40,10,-25,-35,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19917,1,-35,75,-35,95,-30,35,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
19918,1,0,-45,-45,45,35,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19919,1,49,90,60,75,50,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
19920,2,-15,-5,-51,-25,45,-19,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19921,2,-27,-85,-35,-35,-65,-33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19922,2,-35,-80,70,85,15,-40,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19923,1,41,38,31,-16,12,20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
19924,2,72,30,35,98,60,-5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
19925,2,-25,-15,-35,-110,-35,-80,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19926,2,4,25,55,0,-3,-42,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19927,2,-6,-15,-10,-25,-20,-46,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
19928,2,-25,-70,-40,-25,-50,-20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19929,2,21,-60,75,-60,75,-51,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
19930,2,35,9,-10,5,0,-34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
19931,2,-5,-13,2,0,-10,-34,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19932,1,74,40,35,20,25,-40,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19933,1,46,100,-40,104,50,90,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
19934,2,-64,-83,-29,-72,-41,-50,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
19935,1,-40,-45,-15,35,25,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19936,1,39,50,30,45,40,46,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
19937,2,-5,-32,-8,-7,-3,-53,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19938,2,26,69,50,25,55,-15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
19939,2,-76,-56,-60,-61,-68,-59,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19940,2,-81,-76,-50,-66,-53,-24,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19941,1,-20,7,-13,-13,-23,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19942,1,0,30,-85,-15,-75,80,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
19943,1,5,-90,-65,25,35,20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19944,2,45,59,-29,-36,-36,-28,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
19945,1,-45,-57,-38,5,-5,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
19946,1,70,60,45,60,45,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
19947,2,10,35,20,24,90,-3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19948,1,55,55,-23,95,5,58,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
19949,2,-3,-15,-7,23,4,-18,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
19950,1,37,52,28,44,21,43,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
19951,2,-25,70,15,-75,-45,-30,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19952,1,15,40,25,30,20,105,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19953,2,-29,-68,-190,-15,-55,20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
19954,1,-14,-1,-23,4,-11,45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19955,1,10,15,62,35,62,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
19956,1,-50,-50,-45,5,-10,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19957,2,-60,-120,-60,-125,-130,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
19958,1,-10,5,7,0,-15,40,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
19959,1,12,25,10,45,10,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19960,2,25,-23,14,48,65,-26,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19961,2,25,-5,10,15,40,-33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19962,2,11,28,55,6,18,-7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19963,2,5,-80,10,-45,10,-45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19964,1,-48,12,11,-25,-41,25,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19965,2,180,-55,-45,10,80,-14,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19966,1,40,15,-5,35,60,70,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19967,2,-13,6,-13,-48,-24,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19968,1,7,-15,-24,9,-23,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19969,1,-6,50,7,18,-22,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
19970,2,-10,25,-75,-30,-25,-20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
19971,1,-5,-31,2,54,30,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19972,2,58,-25,2,2,21,-37,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19973,1,45,39,17,35,25,34,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19974,2,33,93,65,43,45,-24,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
19975,2,-20,-55,-20,10,-20,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19976,2,-8,-34,-42,-13,22,-61,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19977,1,20,23,20,-8,0,45,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
19978,1,35,21,-73,3,-43,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19979,1,25,27,31,40,21,53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19980,2,-14,30,18,-30,-39,-60,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
19981,1,-10,-32,-48,0,55,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
19982,1,-1,30,15,30,-30,21,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
19983,1,35,16,19,-55,-25,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19984,2,15,20,-35,-40,-5,-50,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19985,1,-26,-31,-29,-61,-29,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
19986,1,-12,-29,-54,11,-4,27,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
19987,2,10,1,-7,-14,-4,-55,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
19988,1,65,105,38,80,38,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
19989,2,1,28,55,-29,-17,-38,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19990,2,45,15,30,0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19991,1,-45,-25,-50,85,-20,65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
19992,2,205,-60,-90,35,95,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19993,1,0,-5,-5,15,65,14,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
19994,1,40,57,33,-15,5,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
19995,1,12,-16,10,29,40,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
19996,1,-23,44,20,-13,10,78,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
19997,2,20,-5,26,10,26,-32,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
19998,2,2,29,0,-15,-25,-5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
19999,2,-75,-90,-70,40,-65,-20,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20000,2,-6,45,-5,13,-7,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20001,2,-20,-90,-49,-59,-23,-20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20002,2,-10,-15,-15,25,0,-10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20003,1,-78,-56,-83,-43,-37,25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20004,1,-9,1,-11,21,-16,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20005,2,-10,-20,-20,-75,-20,-35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
20006,2,-24,-29,-41,-19,-81,-5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20007,1,41,5,50,-5,40,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
20008,1,-16,-60,-35,-55,15,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20009,2,-34,-45,-35,7,-25,-61,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
20010,2,16,-23,30,64,30,-7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
20011,1,-15,40,50,-105,-40,-70,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20012,1,20,120,75,3,37,70,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20013,2,-12,-8,0,23,25,-17,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
20014,2,-18,-76,-20,-66,-20,-25,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
20015,1,7,-44,-52,82,47,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20016,2,-30,-32,5,3,60,-18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20017,1,55,55,70,80,50,15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
20018,1,-20,15,60,-40,-50,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20019,2,39,-25,-40,-25,-25,-50,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
20020,2,-10,30,-10,-45,-10,-15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
20021,1,-5,0,50,60,25,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20022,2,-10,15,12,-25,-30,-5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
20023,2,-24,-28,-20,-57,-19,-36,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20024,1,2,2,18,9,9,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20025,1,10,25,30,55,45,35,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
20026,2,-15,15,30,-30,-25,-10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
20027,2,-40,47,27,-36,-26,-27,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20028,2,-2,-47,-32,-14,14,-15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20029,1,0,55,40,55,30,-70,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
20030,1,8,-23,-51,56,49,87,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20031,2,-20,-9,-24,-19,-46,-42,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20032,2,-5,60,20,63,40,-13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
20033,2,3,52,10,18,40,-5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
20034,1,-10,-15,-50,-15,-55,45,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20035,2,-20,-15,105,-25,90,-105,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
20036,2,-15,-28,-10,-12,-40,-35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20037,1,-50,-25,-145,-75,-5,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
20038,2,-5,55,1,5,7,26,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
20039,1,-40,-49,-120,1,9,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
20040,1,-55,45,10,20,-30,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
20041,2,-3,-20,-55,-90,-60,-25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
20042,1,30,75,-25,115,75,30,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
20043,1,70,-30,-16,-60,-76,10,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
20044,1,-31,-31,-7,23,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20045,1,-75,-18,-45,-38,-70,28,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20046,2,-15,-62,-30,5,-50,-40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20047,1,-40,-62,-55,-82,-55,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
20048,1,40,22,60,43,60,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20049,1,60,1,10,20,25,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20050,2,-20,-45,-55,-50,-55,-15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20051,2,-30,-30,-10,-10,50,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20052,1,28,28,3,41,14,60,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
20053,1,45,40,0,-5,50,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20054,2,-20,-40,-25,-10,-70,-10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20055,2,-30,-87,-35,-87,-15,65,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
20056,1,-10,-14,-56,-6,36,65,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
20057,2,-70,-150,-65,-100,-45,-20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20058,2,20,-24,-6,-35,-25,-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20059,1,-71,-10,-30,-62,-40,34,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
20060,1,11,-8,-11,-25,10,22,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20061,2,8,-22,-12,26,-1,-30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
20062,1,25,60,-35,35,15,70,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
20063,1,-40,-59,-20,6,-15,14,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20064,2,-43,-90,-54,-12,-68,-21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20065,1,-37,-84,-190,-5,-30,35,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20066,2,-20,-10,70,-23,38,-25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
20067,2,10,6,6,20,-10,-15,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
20068,1,60,98,37,55,10,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20069,1,28,10,30,0,20,41,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20070,2,-49,31,61,-16,-27,-26,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
