Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
2,12,0,0,-90,10,35,-10,35,40,1
16,12,0,0,5,-20,50,-25,-15,5,1
12,17,0,0,1,4,-68,44,-53,81,2
12,12,0,0,9,10,-3,5,48,22,1
6,12,0,0,5,28,-17,55,25,39,1
9,8,0,0,25,60,-74,15,-68,-4,2
12,12,0,0,-22,-15,0,-5,-5,52,1
18,1,0,0,-45,-95,-49,-10,-70,-51,2
12,12,0,0,-34,-71,-27,-61,-27,-10,2
7,5,0,0,32,54,40,4,15,43,1
12,1,0,0,2,-57,-40,-45,-10,-10,2
12,9,1,0,63,40,42,104,30,92,1
6,12,0,0,10,20,21,10,21,15,1
17,15,0,0,10,45,3,60,-15,12,1
9,1,0,0,25,18,77,13,30,-20,2
15,12,1,0,5,0,30,45,40,8,1
4,12,0,0,-5,-33,20,-33,0,21,1
5,12,0,0,6,-25,24,24,24,43,1
12,7,0,0,55,35,30,25,25,-30,2
10,12,0,0,30,19,30,-15,30,-14,2
12,15,0,0,-5,-5,-60,5,-40,-10,2
14,12,0,0,-35,-40,-70,-5,-15,-35,2
14,12,0,0,-45,-81,-31,0,-20,-10,2
10,4,0,0,10,37,-10,8,0,-25,2
12,7,0,0,-50,-70,-27,-4,-27,-16,2
11,10,0,0,19,20,17,75,77,46,1
6,9,0,0,-10,-20,-26,45,-2,39,1
12,10,0,0,-25,-52,-37,50,-25,-46,2
15,12,0,0,15,48,45,43,90,46,1
12,7,0,0,65,45,35,-30,35,20,1
12,12,0,0,-39,-28,-68,-55,5,15,1
8,5,0,1,-31,-40,78,-40,21,-48,1
14,12,0,0,2,19,61,8,43,-10,2
14,8,0,0,-20,-50,-95,15,-80,60,2
4,12,0,0,-15,-38,25,-23,20,-19,2
12,12,0,0,-61,75,30,-57,-45,46,1
18,18,0,0,-30,-10,-18,-5,2,40,1
15,12,0,0,-28,-85,-45,25,5,-25,2
7,12,1,0,32,80,40,80,40,50,1
6,12,1,0,50,30,50,50,50,60,1
8,7,0,0,-10,0,83,0,73,-71,2
14,11,0,0,-25,-70,-20,70,-30,-30,2
12,12,0,0,-15,-25,-11,-5,-1,12,1
12,2,0,0,0,-60,-50,-80,-24,0,2
7,4,0,1,35,-110,-15,-40,5,-30,2
17,12,0,0,26,45,58,50,40,16,1
8,12,0,0,-11,5,45,-5,9,15,2
12,12,0,0,-25,-83,-45,-23,-10,9,2
5,12,0,0,-14,-68,35,99,35,13,1
12,7,0,0,-15,39,51,-5,21,-34,2
9,12,0,0,-47,15,-27,-10,-15,8,2
7,12,0,0,-60,-30,-18,-10,2,30,1
12,12,0,0,-60,-35,-30,-50,-5,-15,2
12,12,0,0,-22,-20,-26,0,10,13,1
12,12,0,0,-35,-20,-5,-40,-40,-45,2
12,12,0,0,-5,-60,-13,35,-60,-42,2
12,10,0,0,32,37,-98,16,3,-27,1
17,7,0,0,-21,-64,20,30,-10,-20,2
1,15,0,0,-30,63,-7,-18,-63,15,1
7,10,0,0,18,-14,21,66,1,13,1
12,7,0,0,36,10,40,75,60,4,1
12,12,0,0,56,-95,45,-18,47,10,1
15,12,0,0,2,-51,1,-1,61,8,1
12,7,0,0,20,10,15,19,25,27,1
12,12,0,0,-5,-45,5,25,5,-15,2
12,12,0,0,21,35,8,-50,-63,-17,2
11,12,0,0,-6,72,17,-12,23,91,1
12,12,0,0,-35,-30,-25,-20,-5,30,1
7,12,0,0,14,-2,33,15,50,15,1
7,12,0,0,30,70,40,-15,40,85,1
12,15,0,0,-10,5,-40,35,-5,60,1
12,11,0,0,-5,-22,-10,3,-15,-5,2
5,5,0,0,-8,-40,-5,20,-55,-25,2
10,12,0,0,30,88,43,40,55,14,1
18,17,0,0,-25,-29,5,21,-40,-1,2
12,10,0,0,-20,-80,-70,-15,-5,-10,2
15,12,0,0,19,50,135,63,25,6,1
14,12,0,0,10,20,-15,5,25,-10,2
12,18,0,0,135,-5,-10,-15,0,10,1
12,12,0,0,32,50,1,-15,1,35,1
12,7,0,0,-30,-50,-73,-20,-5,-27,2
7,7,0,0,3,-48,10,-38,-2,8,1
5,15,0,0,-21,44,6,-14,21,62,1
11,7,0,0,-7,18,-7,-15,33,50,1
12,12,0,0,-55,-35,-66,-60,-66,-55,2
12,1,0,0,-26,-65,-35,-47,-32,-60,2
12,12,0,0,10,4,-24,11,-6,-3,2
8,7,0,1,-61,-10,-30,-55,-117,-82,2
15,12,0,0,11,-8,-7,28,5,-37,2
12,4,0,0,-58,-30,-91,-60,-106,-5,2
7,12,0,0,-5,-17,5,15,15,-3,2
1,12,0,0,-5,7,-60,-60,-10,-20,2
14,10,0,0,-65,-40,-26,-35,-26,22,2
5,12,0,0,5,54,5,23,0,62,1
7,12,1,0,44,50,35,60,45,46,1
2,12,0,0,-20,-15,0,55,0,30,1
7,10,0,0,-30,-45,-5,-15,5,10,1
12,15,0,1,-40,-50,-60,-15,-25,-5,2
12,17,0,0,10,-4,-10,10,30,37,1
7,12,0,0,0,53,7,-25,15,65,1
12,12,0,0,-9,-96,10,-61,-48,-47,2
7,12,0,0,-53,-43,-30,47,-30,69,1
7,10,0,0,49,4,33,27,37,10,1
12,12,0,0,80,-35,-44,35,-75,-16,2
12,2,0,1,-45,-65,-61,-115,-81,-58,2
10,14,0,0,45,40,40,25,-20,5,1
14,8,0,0,0,-85,10,-20,25,50,1
2,7,1,0,50,70,50,44,4,20,2
6,2,0,0,27,-29,-12,90,60,52,1
9,5,0,0,-50,-63,17,28,30,-42,2
6,12,0,0,5,15,5,0,5,20,1
5,12,0,0,6,-38,0,84,0,28,1
7,12,1,0,20,-5,30,35,65,15,1
1,14,0,0,12,30,-13,-67,-24,-8,2
12,12,0,0,-177,74,68,34,-50,45,1
7,12,0,0,30,25,-30,50,30,120,1
12,12,0,0,-5,25,60,-75,-20,0,2
7,12,0,0,22,-52,-7,12,-3,3,1
15,15,1,0,20,20,-25,60,-10,35,1
16,2,0,0,33,45,50,-20,-25,-18,2
12,12,0,0,-20,-25,-30,-3,15,-40,2
15,12,0,0,-15,-20,23,-10,23,-16,2
7,12,0,0,0,40,-10,5,-40,30,1
7,12,0,0,40,2,5,33,6,28,1
7,12,0,0,15,0,65,25,-20,-25,2
10,7,0,0,30,65,40,20,-10,-5,2
12,12,0,0,30,64,90,9,20,-38,1
12,12,0,0,35,63,33,-22,-7,-4,2
4,12,0,0,30,50,70,40,55,35,1
12,12,0,0,-2,0,5,-15,0,52,1
12,10,0,0,7,20,20,-45,15,8,1
12,16,0,0,25,5,-5,35,55,83,1
12,12,0,0,-35,-52,-65,-63,-80,-35,2
12,7,1,1,10,-25,25,-35,30,-5,2
18,2,0,1,-115,-80,0,-30,-45,-55,2
13,16,0,0,8,-28,-45,20,9,50,2
12,10,0,0,-51,-23,-8,13,23,66,1
12,2,0,1,-36,-54,-52,-69,-24,-40,2
17,7,0,0,-11,5,41,-21,21,-70,1
7,17,0,0,17,-8,-8,10,2,5,1
1,12,0,0,-20,15,-35,0,-35,30,1
12,12,0,0,0,-65,-20,45,0,10,1
7,12,0,0,16,42,23,52,23,67,1
12,12,0,0,-15,-20,-25,10,-10,-10,2
12,12,0,0,25,-10,10,10,25,-60,2
12,12,0,0,55,-10,1,5,-30,14,1
16,11,0,0,-16,38,53,13,-30,-38,2
10,12,0,0,15,-19,-35,-34,-5,-2,2
12,5,0,0,9,-36,-22,36,-24,-89,2
15,12,0,0,30,40,35,60,-20,0,2
7,10,0,0,-55,-64,-70,-45,-45,-1,1
4,1,0,0,-55,-110,-44,30,-10,9,1
4,6,0,0,-35,-63,10,-73,-30,-29,2
12,12,0,0,-15,-5,-20,-4,6,12,1
11,12,0,1,-20,-38,-150,12,-40,-10,2
12,7,0,0,-20,-60,-47,-55,-77,-10,2
12,14,1,0,20,-50,11,45,131,-62,2
18,16,0,0,9,-10,-65,-10,-15,26,1
12,12,0,0,10,22,3,-15,5,-5,2
8,14,0,0,-10,10,15,-65,-10,-60,1
12,12,0,0,45,15,25,70,-50,35,1
15,12,0,0,5,80,50,60,40,25,1
12,17,0,0,-38,-65,-99,-35,-19,-15,2
15,12,0,0,-13,-15,25,20,25,10,1
12,7,0,0,-22,-38,-25,64,18,21,1
4,12,0,0,-50,-50,50,-50,50,-50,2
12,12,0,0,3,-24,-6,-8,-18,2,1
17,8,0,0,6,15,-50,15,21,35,1
12,12,0,0,-50,12,65,13,65,20,1
12,17,0,0,-24,-14,-36,-44,-71,-10,2
12,9,0,0,-10,-25,-57,-75,-77,-56,2
12,12,0,0,-25,-14,-14,-50,-25,-54,2
5,12,0,0,5,1,-45,-29,-15,3,1
12,15,0,0,25,40,20,25,-10,20,1
12,12,0,1,-25,-60,-25,-40,-5,-20,2
12,7,0,0,-13,41,22,-54,-15,-15,2
7,12,0,0,45,5,31,-11,31,-46,2
12,12,0,0,-45,45,-30,-15,-30,-20,2
14,12,0,0,35,10,20,45,35,30,1
7,12,0,0,-30,-5,-10,-90,-5,20,1
5,15,0,0,-20,43,-7,-18,-58,-10,2
15,12,0,0,25,5,35,15,35,20,1
12,17,1,0,30,-60,10,30,10,65,2
12,10,0,0,-38,-80,-70,-105,-50,-42,2
12,12,0,0,42,110,5,-20,-5,28,1
12,18,0,0,-20,-5,25,20,40,20,1
12,7,0,0,15,-20,55,-52,-5,-60,2
12,12,0,0,-35,-5,15,25,-45,15,1
12,15,0,0,16,54,50,-15,5,5,1
18,12,0,1,10,10,-30,-25,-130,-5,2
12,12,0,0,-6,22,3,-45,0,45,1
12,5,0,0,5,-30,15,-10,40,-5,2
10,12,0,0,-15,55,65,-55,-65,-15,2
12,12,0,0,15,0,-66,-5,9,5,1
6,5,1,0,32,-45,5,85,5,-20,2
7,12,0,0,26,15,-5,42,-8,41,1
12,18,0,0,17,7,-9,51,14,23,1
12,4,0,0,-13,-15,-25,-85,-75,-5,2
12,12,0,0,95,30,-15,6,47,-28,2
10,8,0,0,0,-90,-10,-85,-5,-25,2
12,12,0,0,-30,-45,-16,-20,-16,-40,2
12,5,0,1,-27,-39,-106,-39,-49,-80,2
7,12,0,0,-15,10,-15,47,-20,55,1
12,5,0,0,-16,26,-27,-31,-27,-7,2
5,9,1,0,36,27,-18,40,49,66,1
12,12,0,0,35,0,-35,5,25,50,1
15,5,0,0,10,-120,-50,0,-65,-60,2
12,7,0,1,-51,-26,15,-16,-79,-38,2
12,12,0,0,27,15,-5,0,0,5,1
12,4,0,0,75,35,34,30,35,21,1
12,7,0,0,20,-5,15,45,45,40,1
12,7,0,1,-71,-70,-46,-70,-100,-35,2
7,12,0,0,-5,0,-28,10,-28,51,1
12,12,0,0,7,45,19,10,-11,-10,2
5,12,0,0,-25,15,0,-45,-20,20,1
1,12,0,0,25,59,55,-10,15,31,1
12,15,0,0,-5,23,8,-20,-58,-20,2
0,12,0,0,-9,54,57,-1,37,-3,2
12,7,0,0,-25,13,45,5,-5,-4,2
0,1,0,0,-18,32,3,-1,9,1,1
12,15,0,0,-2,24,-22,20,20,40,1
12,12,0,0,-9,-9,-12,37,-11,-21,2
12,4,0,0,-77,-4,20,5,40,45,1
12,16,0,0,25,35,-19,25,31,60,1
12,12,0,0,-20,-5,-15,-30,-20,19,1
11,12,1,0,50,31,5,115,35,59,1
2,12,0,0,10,25,6,85,16,68,1
12,0,0,0,-15,-40,-31,-5,-1,35,1
12,12,0,0,-20,-40,31,-45,1,-25,1
1,10,0,0,-38,-100,-75,-60,-55,-32,2
17,12,0,0,-65,45,60,15,-5,60,1
12,12,0,0,-21,1,10,-23,-11,-42,2
6,12,0,0,10,0,-14,40,-4,10,1
12,12,0,0,-5,85,12,35,45,30,1
7,12,0,0,2,8,50,8,-55,-8,2
12,3,0,0,-5,3,-15,-2,25,-25,2
10,12,0,1,-56,-86,-20,-149,-70,-99,2
12,10,0,1,-73,-45,-81,-36,-55,-35,2
3,7,0,1,-76,-84,-45,-74,-48,-34,2
2,6,0,0,25,15,25,30,25,40,1
7,10,0,0,-7,48,1,109,38,22,1
14,15,0,0,-2,1,-76,-34,-36,42,1
12,12,0,0,10,10,-15,50,45,25,1
12,12,0,0,11,-29,-17,-29,-17,-17,2
12,10,0,0,5,4,-48,36,0,69,1
12,7,0,1,-56,-71,-25,-44,-20,-14,2
10,7,0,0,35,49,30,30,15,1,2
10,10,0,0,-10,-20,10,15,30,-20,2
12,12,0,0,23,35,-7,22,-8,-45,1
12,12,0,0,37,50,50,25,50,-12,2
8,5,0,0,-8,-75,85,-15,35,-20,2
12,7,0,0,17,29,9,-4,11,-76,2
9,7,0,0,-32,0,-42,-20,-45,-42,2
12,12,0,0,180,-70,-45,50,100,20,2
13,12,0,0,-9,-40,-33,-1,-1,30,1
5,12,0,0,0,105,35,-40,25,-5,2
12,9,0,0,5,-45,-62,-18,-15,-64,2
12,10,1,0,10,-35,30,40,130,0,2
9,14,0,0,-5,-30,0,-45,5,20,1
12,12,0,1,-60,-60,-60,-30,-60,-80,2
7,8,0,0,50,55,-20,75,43,72,1
12,8,0,0,115,0,5,-25,-20,15,2
12,17,0,0,-34,-21,-24,-67,-53,-17,2
14,17,0,0,-9,-4,-81,31,-71,35,2
17,4,1,0,41,70,66,110,66,57,1
9,12,0,1,-10,-65,-60,-55,-40,-150,2
12,7,0,0,-30,43,45,-55,60,-19,2
15,2,0,0,2,14,26,-18,-7,-11,2
9,8,0,0,15,53,-70,20,-70,32,1
16,12,0,0,25,-8,67,-53,2,-46,2
12,4,0,0,15,25,-25,-40,-80,-50,2
7,7,0,0,10,64,20,58,-6,16,1
7,12,0,0,-5,-65,-9,-40,16,40,1
12,12,0,0,0,40,15,5,5,15,1
5,12,0,0,20,30,70,20,70,3,1
12,9,0,0,15,5,-52,52,75,11,1
5,7,0,0,20,76,40,-13,27,39,1
18,3,0,0,40,3,30,-2,30,-43,2
12,12,0,0,-21,-23,7,-80,-39,-24,2
12,12,0,0,-30,-47,-8,8,3,-1,2
7,8,0,0,-29,-39,-20,-5,-30,70,1
17,7,0,0,-42,59,62,-28,-48,39,1
6,12,1,0,26,20,28,60,48,44,1
12,15,0,1,-25,-6,25,-16,-35,-58,2
12,12,0,0,-180,85,65,25,-45,20,1
12,12,1,0,0,0,45,120,45,75,1
10,12,0,0,20,35,160,15,25,-45,1
7,16,0,0,35,65,-170,65,-170,98,1
7,7,0,0,-5,-10,-5,-30,-10,-19,2
12,12,0,0,45,60,80,-10,10,5,1
15,18,0,0,5,15,110,55,10,-15,2
12,10,0,0,-46,-55,-33,15,38,2,1
12,12,0,1,-35,-8,-90,-40,-100,13,1
12,0,0,0,-25,-55,40,-10,40,-50,2
12,10,0,0,40,40,85,45,5,15,1
18,12,0,0,-73,-40,-2,-37,-21,-38,2
17,12,0,0,20,95,45,30,55,50,1
12,12,0,0,32,10,36,35,25,32,1
8,12,0,0,-90,-10,-50,55,-15,-40,2
12,2,0,0,-56,-55,-40,-60,-30,-54,2
14,11,0,0,-40,5,-45,0,-65,-30,2
9,12,0,0,-6,-14,-10,-15,-8,-17,2
4,2,0,0,45,-65,-55,-100,-60,-125,1
12,12,0,0,-15,-40,-25,55,85,35,1
12,5,0,0,-10,-95,-15,-75,-25,-30,2
12,12,0,0,19,85,15,18,13,20,1
1,12,0,0,35,100,-25,55,-25,75,1
15,1,0,0,23,-20,113,27,9,-92,2
12,11,0,0,-20,8,80,-2,70,-15,2
7,4,0,1,25,-45,-80,-45,-55,60,1
1,12,0,0,44,48,27,36,21,53,1
11,4,0,0,40,42,-75,42,-65,10,1
5,7,0,0,35,80,10,70,-5,30,1
6,12,0,0,55,30,35,105,75,70,1
1,14,1,0,0,90,-5,90,10,-20,2
7,15,0,0,-30,45,5,20,20,85,1
8,14,0,0,0,-5,100,10,95,15,1
12,12,0,0,1,32,7,-20,-30,-30,2
14,18,0,0,39,-25,-45,0,10,-40,2
12,12,0,0,-18,6,-8,-49,35,-60,2
15,12,1,0,50,15,-10,65,105,70,1
11,4,0,0,20,50,30,50,45,30,1
12,12,0,0,21,77,35,20,15,12,1
4,16,0,0,-2,-45,-115,65,55,30,1
12,12,0,0,-20,7,-5,-38,-50,-7,2
12,12,0,0,-30,-65,-30,-55,30,-30,2
12,11,0,0,-100,20,10,-60,-70,-10,2
14,12,0,0,0,-75,-85,-40,-110,-10,2
12,10,0,0,-20,-30,-40,-45,-40,-35,2
12,4,0,0,-10,25,-5,45,15,50,1
12,17,0,0,0,-40,-55,-40,-35,-15,2
9,12,0,0,-50,35,10,-50,-25,30,1
4,12,0,0,40,-35,40,30,35,-18,2
12,7,0,1,17,-30,-28,-13,-73,-22,2
8,7,0,0,-5,10,-20,10,-35,30,1
18,9,0,0,16,-6,55,71,15,9,1
18,12,0,0,-1,-26,-8,-12,8,-6,2
10,1,0,0,-8,32,68,4,4,-39,2
12,12,0,0,-78,-100,-70,-75,-35,-75,2
11,4,0,0,33,47,57,59,72,43,1
10,12,0,1,15,9,-95,25,-15,6,1
12,12,0,0,20,20,30,25,80,-20,2
17,7,0,1,-9,-45,45,5,10,-51,2
17,12,0,0,5,40,10,5,35,-20,2
6,9,0,0,1,-26,-10,51,5,14,1
7,5,0,0,-13,-26,37,-6,37,-45,2
4,12,0,0,-20,87,62,87,57,57,1
12,12,0,0,-40,-75,-90,-40,30,10,1
12,12,0,0,11,33,-3,25,-10,-30,2
12,12,0,0,-5,22,-11,17,7,19,1
15,12,0,0,31,52,48,3,30,38,1
9,12,0,0,-26,-31,4,-61,-11,-24,2
12,5,0,1,-46,-45,-74,-45,-17,-45,2
12,12,0,0,-10,-10,-5,-45,-40,-80,2
11,6,0,0,40,40,25,5,40,50,1
12,12,0,0,23,31,17,5,-10,0,2
15,14,0,0,15,-15,90,80,10,-75,2
4,12,0,0,60,25,-15,25,-20,-55,1
7,7,0,0,-8,-25,-5,-15,25,9,1
17,12,0,0,16,30,73,-26,51,-60,2
6,7,0,0,10,5,77,74,76,16,1
12,10,1,0,29,65,30,95,50,61,1
2,10,1,1,42,20,-21,39,5,-5,2
15,7,1,0,2,49,29,86,51,-16,2
7,12,0,0,-18,-9,-28,-50,-35,5,1
12,4,0,0,-24,43,-6,55,-11,28,1
3,12,0,0,-50,-23,-20,-8,-15,20,1
12,12,0,0,-15,-35,15,-5,25,15,1
7,12,0,0,6,-35,-70,62,-23,61,2
7,2,1,1,15,30,-10,0,-30,-5,2
7,1,0,0,-20,-75,-39,-5,-55,9,1
12,12,0,0,30,25,73,-25,0,-18,2
5,12,1,0,36,25,37,30,99,23,1
12,7,0,0,5,25,-20,-30,-15,-10,2
17,12,0,0,-40,25,-25,35,-25,40,1
10,9,0,0,5,10,45,-15,-25,-5,2
12,12,0,0,-38,-10,2,-67,-94,-45,2
15,5,0,1,-46,-130,-25,-94,-25,-50,2
15,1,0,0,-43,-33,8,-11,14,-4,2
12,12,0,0,-20,-59,-31,14,-19,0,2
12,14,0,0,-15,10,15,-21,-57,-42,2
12,18,0,0,-15,15,5,50,25,-5,2
11,15,0,1,-10,-8,-25,-8,-15,-40,2
12,12,0,0,-7,-61,-2,-15,5,-25,2
12,12,0,0,-20,-19,-35,10,0,-13,2
12,7,0,0,-10,-50,-25,4,-16,-65,2
14,18,0,0,-2,-17,-37,-19,-36,0,2
7,12,0,0,-30,-83,-7,-55,-10,-45,2
12,10,0,0,-31,-34,-62,-14,-42,-7,2
7,12,0,0,-11,-45,-35,-40,5,-4,2
12,12,0,1,-2,20,-68,10,-65,-10,2
12,12,0,0,-25,15,1,35,-45,54,1
15,10,0,0,-1,-1,51,29,61,-49,2
7,12,0,0,10,-30,25,-10,5,10,1
14,12,0,0,30,35,50,90,60,30,1
10,12,0,0,40,79,196,20,50,10,1
12,5,0,0,86,82,48,17,13,19,1
7,12,0,0,16,-3,10,-3,26,-37,2
7,1,0,0,10,-27,15,55,45,5,1
10,14,0,0,-10,14,45,-31,10,-54,2
7,12,0,0,11,2,19,37,34,-24,2
5,14,0,0,-24,8,-15,-15,-25,25,1
7,17,0,0,-30,-40,-55,-25,-35,5,1
12,12,0,0,22,36,12,-30,-5,-35,2
12,12,0,0,-5,-5,35,-15,-15,-15,2
12,12,0,0,85,5,-10,-40,35,-15,2
7,6,0,0,-5,20,-10,-85,-10,-10,2
11,7,0,0,-55,30,-50,-20,-20,35,1
12,5,0,0,-2,-4,0,-21,0,0,2
8,14,0,0,10,-10,-5,-10,20,10,1
12,9,0,0,80,-25,-42,-18,-30,11,1
12,16,0,0,-10,20,-48,5,-30,48,1
12,12,0,0,-10,-45,49,40,-26,-55,2
12,12,0,0,-2,-27,-2,-35,-9,-40,2
12,5,0,0,-40,-103,-55,-7,3,-68,2
7,12,0,0,-5,25,-20,-35,-20,15,1
12,12,0,0,-30,-15,-10,-80,-40,25,1
17,5,0,0,2,-95,20,65,-25,-50,2
14,15,0,0,50,42,28,60,45,20,1
12,14,0,0,5,15,0,-30,-40,-35,1
9,12,0,0,0,0,-14,20,-8,-24,2
2,1,0,0,32,49,84,34,24,6,1
3,12,0,0,25,17,28,47,28,32,1
15,12,0,0,16,6,34,57,85,42,1
2,12,1,0,100,47,72,47,72,26,1
15,18,0,1,-15,-60,-85,-15,5,25,1
7,4,0,0,21,63,-15,13,0,94,1
12,12,0,0,30,0,25,45,60,65,1
12,7,0,0,5,55,36,-5,72,14,1
9,7,0,0,10,20,72,75,67,31,1
12,12,0,0,-21,-69,-52,16,-22,3,1
3,12,0,0,88,33,17,51,35,42,1
10,12,0,0,-20,-20,-50,45,15,-10,2
12,12,0,0,10,35,20,-70,-20,-65,2
7,12,0,0,41,72,28,27,24,3,1
7,12,0,0,6,63,-11,25,-16,4,1
15,12,0,0,5,-25,10,-10,-40,-50,2
12,8,0,0,40,0,-30,100,38,62,2
12,5,0,0,-51,-2,-50,-94,-50,-48,2
10,12,0,0,59,36,35,10,10,0,2
17,18,0,0,40,75,-65,-65,-5,33,1
12,17,0,0,-10,-75,-60,-20,-30,5,1
2,7,1,0,88,47,45,64,48,6,1
7,12,0,0,49,18,21,32,25,-14,2
12,12,0,1,10,-10,-10,-55,-10,-45,2
12,3,0,0,10,72,52,-11,34,13,1
12,11,0,1,-70,-55,-55,-110,-70,-10,2
12,12,0,0,40,45,-41,30,-41,35,1
4,1,0,0,45,-25,-20,-15,-15,-40,2
9,12,0,0,-5,0,-5,20,30,-15,2
15,12,0,0,-33,-60,20,-25,0,-60,2
7,12,0,0,35,0,45,70,65,30,1
9,8,0,0,-20,-15,37,25,37,-24,2
7,17,0,0,42,-59,-62,28,48,-39,2
2,9,0,0,4,14,8,84,3,2,1
12,12,0,0,23,34,-3,-4,-16,0,2
16,12,0,0,20,-2,65,-20,-15,-13,2
5,12,1,0,16,-10,19,45,17,43,1
8,12,0,0,-10,-20,80,-20,80,-10,2
12,6,0,1,-10,30,-20,-35,-15,-45,2
12,10,0,0,15,-52,-62,-2,8,5,1
10,12,0,0,45,4,26,40,-25,-20,2
4,7,0,1,-35,-130,-40,-130,-40,-55,2
12,12,0,0,-25,-15,-65,-70,-10,-30,2
14,15,0,0,-30,50,-20,-30,-15,-5,2
12,12,1,1,-31,-75,60,-119,10,-45,2
7,16,0,0,31,-28,-8,67,70,58,2
12,1,0,1,-20,-120,-10,-95,-45,15,1
14,2,0,0,-25,0,-30,-110,-55,40,1
4,12,0,0,-12,-18,-27,7,-8,6,1
15,7,0,0,-2,-21,3,-3,6,-35,2
7,6,1,1,26,31,-5,31,-2,-1,2
5,9,0,0,10,23,-15,-20,-45,-15,2
12,12,0,0,22,-10,19,-17,7,8,1
12,10,1,0,5,-50,-80,20,55,20,1
12,9,0,0,10,90,180,0,10,0,2
12,17,0,0,-25,-115,-95,-3,-47,-40,2
3,12,0,0,49,-14,-11,11,14,-18,2
1,12,0,0,9,-14,-25,-10,-30,-10,2
9,12,0,0,-15,28,35,-30,-20,-18,2
4,12,0,0,40,10,20,20,20,15,1
12,12,0,0,-9,-18,-4,34,17,37,1
15,7,0,0,-40,-20,-7,-40,-27,0,2
12,12,1,0,55,45,61,65,61,58,1
9,12,0,0,60,60,50,70,70,70,1
7,12,0,0,16,6,16,46,-14,25,1
12,7,0,1,-34,-75,-25,60,15,49,1
15,4,0,0,32,15,55,15,10,0,2
7,15,0,0,-25,-2,-43,-18,-25,87,1
12,12,0,0,48,25,-74,5,-29,70,1
10,1,0,0,-15,-108,-73,-45,-43,7,1
12,12,0,0,65,24,36,30,20,25,1
12,12,0,1,-42,-11,-57,-10,-50,-5,2
12,15,0,0,14,-10,-33,40,38,22,1
15,12,0,0,-55,-85,10,5,15,-70,2
5,16,0,0,-2,15,-115,5,55,30,1
12,10,0,0,-15,-65,-170,50,10,75,2
11,12,1,0,30,90,-5,80,20,-5,2
12,12,0,0,5,-12,14,13,14,19,1
14,12,0,0,-15,-40,-30,40,25,45,1
7,12,0,0,-30,132,72,42,42,82,1
7,12,0,0,-5,-15,-47,5,3,47,1
5,12,0,0,27,13,30,17,17,38,1
12,7,0,0,5,35,67,-5,37,-27,2
12,16,0,0,-15,-15,-85,-45,-45,5,1
12,7,0,0,-10,14,40,33,14,-48,2
15,15,0,0,40,37,-3,68,83,50,1
16,4,0,0,13,27,38,-51,-37,-76,1
9,5,0,0,-23,-72,5,-25,-55,-38,2
7,7,0,0,59,8,53,41,56,-19,2
11,12,0,0,30,30,20,30,35,35,1
4,5,0,0,-15,-116,-54,-34,-56,-115,2
7,7,0,0,18,34,-22,24,15,35,1
12,12,0,0,25,3,-32,63,-47,31,1
7,9,0,0,-3,-15,-18,-20,-30,47,2
12,12,0,0,-35,-35,-36,-10,-26,0,2
12,7,0,0,-5,10,0,-5,-65,50,1
18,7,0,0,-35,-15,25,45,-10,-25,2
12,12,0,0,-5,8,-7,10,10,59,1
7,14,0,0,5,20,15,45,25,25,1
7,12,0,0,-35,10,-20,-25,-65,-5,2
14,1,0,0,-35,-93,-46,10,-50,-21,2
12,5,0,0,-8,19,10,-56,10,0,2
6,2,0,0,3,5,20,75,20,57,1
15,15,0,0,-28,14,36,-21,6,3,1
12,12,0,0,-10,-55,-55,-10,-20,-25,2
12,12,0,1,5,-95,5,-65,5,-120,2
7,12,0,0,16,10,28,-30,-33,8,1
12,16,0,0,-5,-60,-50,20,20,5,1
9,12,0,0,2,-10,54,10,64,-5,2
12,18,0,0,-16,-40,-70,-2,-37,-35,2
14,12,0,0,5,5,20,-35,-25,-25,2
12,7,0,0,-35,-30,-85,35,-35,-30,2
12,12,0,0,-26,-26,-39,-26,-34,-47,2
12,14,0,0,10,21,-4,5,-15,15,1
7,12,1,0,46,37,35,45,61,42,1
15,12,0,1,-35,-85,-15,-85,0,-60,2
17,12,0,0,-10,-30,80,-30,65,-80,2
12,15,0,0,-35,-85,-110,-35,-60,-65,2
6,2,0,1,-75,-30,-10,20,-10,25,1
12,12,0,0,-10,47,0,-10,-55,18,1
12,2,0,1,-75,0,-54,-40,-54,25,2
9,10,0,0,-15,-9,-35,-15,-15,39,1
12,18,0,0,-9,15,55,-25,5,-41,2
12,18,1,0,-20,10,35,-45,90,35,1
15,14,0,0,0,-30,16,15,51,-37,2
12,3,0,0,-12,-11,-12,-25,-14,-8,2
12,7,1,1,-56,-20,30,-20,6,-20,2
12,4,0,0,17,-5,5,-30,-60,-10,2
18,15,1,0,-6,18,32,62,15,-3,2
6,12,1,0,10,10,20,50,40,-5,2
12,7,0,0,23,39,28,64,20,20,1
16,8,0,0,-15,-25,15,-15,15,-75,2
7,9,0,0,-23,-27,-67,-2,-23,30,1
12,12,0,0,60,35,45,25,15,-25,2
8,14,0,0,19,70,115,-5,-51,-35,1
12,7,0,0,-33,-29,-39,-74,-46,-58,2
7,12,0,0,30,20,25,40,30,35,1
